Temperature (K)	Pressure (MPa)	Density (l, kg/m3)	Volume (l, m3/kg)	Internal Energy (l, kJ/mol)	Enthalpy (l, kJ/mol)	Entropy (l, J/mol*K)	Cv (l, J/mol*K)	Cp (l, J/mol*K)	Sound Spd. (l, m/s)	Joule-Thomson (l, K/MPa)	Viscosity (l, Pa*s)	Therm. Cond. (l, W/m*K)	Surf. Tension (l, N/m)	Density (v, kg/m3)	Volume (v, m3/kg)	Internal Energy (v, kJ/mol)	Enthalpy (v, kJ/mol)	Entropy (v, J/mol*K)	Cv (v, J/mol*K)	Cp (v, J/mol*K)	Sound Spd. (v, m/s)	Joule-Thomson (v, K/MPa)	Viscosity (v, Pa*s)	Therm. Cond. (v, W/m*K)
3.5075	0.047463	135.81	0.0073631	-0.013785	-0.012386	-2.7683	8.7128	13.189	208.77	-1.4099	3.4974e-06	0.017740	0.00016172	8.1318	0.12297	0.056758	0.080120	23.606	12.599	27.589	98.427	12.901	9.6703e-07	0.0070806
3.5140	0.047835	135.73	0.0073675	-0.013704	-0.012294	-2.7449	8.7211	13.233	208.56	-1.4002	3.4946e-06	0.017753	0.00016105	8.1898	0.12210	0.056789	0.080167	23.567	12.601	27.643	98.464	12.883	9.6933e-07	0.0070965
3.5205	0.048207	135.65	0.0073719	-0.013623	-0.012201	-2.7217	8.7294	13.277	208.34	-1.3905	3.4919e-06	0.017765	0.00016038	8.2479	0.12124	0.056819	0.080214	23.529	12.603	27.698	98.501	12.864	9.7162e-07	0.0071123
3.5269	0.048579	135.57	0.0073762	-0.013542	-0.012108	-2.6985	8.7376	13.320	208.13	-1.3809	3.4891e-06	0.017777	0.00015972	8.3059	0.12040	0.056849	0.080260	23.491	12.605	27.753	98.537	12.846	9.7390e-07	0.0071280
3.5333	0.048951	135.49	0.0073806	-0.013462	-0.012016	-2.6755	8.7458	13.364	207.92	-1.3713	3.4864e-06	0.017789	0.00015906	8.3640	0.11956	0.056879	0.080305	23.453	12.606	27.808	98.573	12.828	9.7617e-07	0.0071437
3.5397	0.049323	135.41	0.0073849	-0.013382	-0.011924	-2.6525	8.7539	13.408	207.70	-1.3617	3.4837e-06	0.017801	0.00015841	8.4220	0.11874	0.056909	0.080350	23.416	12.608	27.864	98.608	12.810	9.7844e-07	0.0071593
3.5460	0.049695	135.33	0.0073893	-0.013301	-0.011832	-2.6297	8.7620	13.452	207.49	-1.3522	3.4809e-06	0.017813	0.00015776	8.4801	0.11792	0.056938	0.080394	23.378	12.610	27.919	98.643	12.793	9.8070e-07	0.0071748
3.5524	0.050068	135.25	0.0073936	-0.013221	-0.011740	-2.6069	8.7701	13.497	207.28	-1.3427	3.4782e-06	0.017825	0.00015711	8.5382	0.11712	0.056966	0.080437	23.341	12.612	27.975	98.677	12.775	9.8294e-07	0.0071903
3.5586	0.050440	135.17	0.0073980	-0.013142	-0.011648	-2.5842	8.7781	13.541	207.06	-1.3333	3.4755e-06	0.017836	0.00015646	8.5963	0.11633	0.056995	0.080480	23.304	12.614	28.031	98.711	12.758	9.8519e-07	0.0072058
3.5649	0.050812	135.09	0.0074023	-0.013062	-0.011557	-2.5616	8.7861	13.585	206.85	-1.3239	3.4728e-06	0.017847	0.00015582	8.6544	0.11555	0.057023	0.080523	23.268	12.616	28.087	98.744	12.741	9.8742e-07	0.0072212
