Temperature (K)	Pressure (MPa)	Density (l, kg/m3)	Volume (l, m3/kg)	Internal Energy (l, kJ/mol)	Enthalpy (l, kJ/mol)	Entropy (l, J/mol*K)	Cv (l, J/mol*K)	Cp (l, J/mol*K)	Sound Spd. (l, m/s)	Joule-Thomson (l, K/MPa)	Viscosity (l, Pa*s)	Therm. Cond. (l, W/m*K)	Surf. Tension (l, N/m)	Density (v, kg/m3)	Volume (v, m3/kg)	Internal Energy (v, kJ/mol)	Enthalpy (v, kJ/mol)	Entropy (v, J/mol*K)	Cv (v, J/mol*K)	Cp (v, J/mol*K)	Sound Spd. (v, m/s)	Joule-Thomson (v, K/MPa)	Viscosity (v, Pa*s)	Therm. Cond. (v, W/m*K)
454.70	3.0965	340.79	0.0029344	31.703	32.358	84.027	178.07	515.95	146.67	6.5389	3.9109e-05	0.059490	0.00024937	136.62	0.0073197	37.576	39.212	99.100	183.18	673.29	107.94	23.701	1.5724e-05	0.053331
454.82	3.1021	340.04	0.0029408	31.742	32.400	84.117	178.18	522.63	145.70	6.6260	3.8974e-05	0.059566	0.00024308	137.29	0.0072839	37.571	39.201	99.070	183.29	684.39	107.72	23.714	1.5768e-05	0.053570
454.94	3.1078	339.29	0.0029473	31.782	32.443	84.207	178.29	529.59	144.73	6.7151	3.8837e-05	0.059646	0.00023682	137.97	0.0072480	37.565	39.190	99.040	183.41	695.94	107.50	23.726	1.5813e-05	0.053814
455.06	3.1134	338.53	0.0029540	31.821	32.485	84.298	178.40	536.86	143.75	6.8061	3.8700e-05	0.059730	0.00023061	138.66	0.0072119	37.559	39.179	99.009	183.53	707.99	107.28	23.738	1.5858e-05	0.054064
455.17	3.1190	337.75	0.0029607	31.861	32.528	84.389	178.52	544.46	142.78	6.8993	3.8561e-05	0.059819	0.00022444	139.36	0.0071757	37.553	39.168	98.977	183.65	720.55	107.05	23.749	1.5904e-05	0.054320
455.29	3.1247	336.97	0.0029676	31.901	32.570	84.481	178.64	552.40	141.80	6.9946	3.8421e-05	0.059911	0.00021831	140.07	0.0071394	37.546	39.156	98.944	183.77	733.67	106.83	23.760	1.5950e-05	0.054581
455.41	3.1303	336.18	0.0029746	31.942	32.614	84.573	178.75	560.72	140.82	7.0920	3.8281e-05	0.060008	0.00021221	140.79	0.0071030	37.539	39.143	98.911	183.88	747.38	106.61	23.769	1.5998e-05	0.054849
455.53	3.1359	335.38	0.0029817	31.982	32.657	84.665	178.87	569.44	139.83	7.1918	3.8139e-05	0.060109	0.00020616	141.52	0.0070664	37.532	39.131	98.876	184.01	761.73	106.38	23.779	1.6046e-05	0.055123
455.64	3.1415	334.57	0.0029889	32.023	32.700	84.758	178.99	578.58	138.85	7.2940	3.7996e-05	0.060215	0.00020015	142.26	0.0070296	37.524	39.117	98.841	184.13	776.75	106.16	23.787	1.6095e-05	0.055404
455.76	3.1472	333.75	0.0029963	32.064	32.744	84.851	179.12	588.19	137.86	7.3986	3.7852e-05	0.060326	0.00019418	143.01	0.0069927	37.516	39.104	98.805	184.25	792.51	105.93	23.794	1.6145e-05	0.055693
455.87	3.1528	332.92	0.0030038	32.105	32.788	84.945	179.24	598.29	136.87	7.5058	3.7706e-05	0.060443	0.00018825	143.77	0.0069556	37.507	39.089	98.767	184.37	809.04	105.70	23.801	1.6196e-05	0.055989
455.99	3.1584	332.07	0.0030114	32.146	32.833	85.040	179.37	608.94	135.87	7.6157	3.7559e-05	0.060566	0.00018237	144.54	0.0069183	37.498	39.075	98.729	184.50	826.42	105.48	23.807	1.6248e-05	0.056293
456.11	3.1641	331.21	0.0030192	32.188	32.877	85.135	179.49	620.16	134.87	7.7283	3.7411e-05	0.060694	0.00017653	145.33	0.0068808	37.489	39.059	98.689	184.62	844.72	105.25	23.812	1.6301e-05	0.056607
456.22	3.1697	330.34	0.0030272	32.230	32.922	85.231	179.62	632.01	133.88	7.8437	3.7261e-05	0.060829	0.00017073	146.13	0.0068430	37.479	39.044	98.649	184.75	863.99	105.02	23.816	1.6355e-05	0.056929
456.34	3.1753	329.46	0.0030353	32.272	32.967	85.327	179.76	644.55	132.87	7.9622	3.7110e-05	0.060970	0.00016497	146.95	0.0068051	37.468	39.027	98.607	184.88	884.34	104.79	23.818	1.6410e-05	0.057261
456.45	3.1810	328.56	0.0030436	32.315	33.013	85.425	179.89	657.84	131.87	8.0837	3.6957e-05	0.061119	0.00015926	147.78	0.0067668	37.457	39.010	98.564	185.01	905.84	104.55	23.820	1.6466e-05	0.057604
456.57	3.1866	327.65	0.0030520	32.357	33.059	85.523	180.02	671.94	130.86	8.2085	3.6802e-05	0.061275	0.00015360	148.62	0.0067284	37.446	38.993	98.519	185.14	928.60	104.32	23.820	1.6524e-05	0.057958
456.68	3.1922	326.72	0.0030607	32.400	33.105	85.621	180.16	686.93	129.85	8.3367	3.6645e-05	0.061439	0.00014798	149.49	0.0066896	37.434	38.975	98.474	185.27	952.74	104.09	23.819	1.6582e-05	0.058324
456.80	3.1978	325.77	0.0030696	32.444	33.152	85.721	180.30	702.90	128.83	8.4683	3.6487e-05	0.061612	0.00014241	150.36	0.0066505	37.421	38.956	98.426	185.40	978.38	103.85	23.817	1.6643e-05	0.058703
456.91	3.2035	324.81	0.0030787	32.488	33.199	85.822	180.45	719.94	127.82	8.6036	3.6326e-05	0.061795	0.00013689	151.26	0.0066111	37.408	38.936	98.378	185.53	1005.7	103.61	23.814	1.6704e-05	0.059095
457.03	3.2091	323.83	0.0030880	32.532	33.247	85.923	180.59	738.18	126.80	8.7428	3.6163e-05	0.061987	0.00013141	152.17	0.0065714	37.395	38.916	98.327	185.67	1034.8	103.38	23.808	1.6767e-05	0.059502
457.14	3.2147	322.83	0.0030976	32.577	33.295	86.026	180.74	757.73	125.77	8.8859	3.5998e-05	0.062189	0.00012598	153.11	0.0065313	37.380	38.895	98.276	185.81	1065.9	103.14	23.801	1.6832e-05	0.059926
457.25	3.2204	321.81	0.0031074	32.622	33.344	86.129	180.89	778.74	124.74	9.0332	3.5830e-05	0.062403	0.00012061	154.07	0.0064908	37.365	38.873	98.222	185.94	1099.3	102.90	23.793	1.6898e-05	0.060366
457.37	3.2260	320.77	0.0031175	32.667	33.393	86.234	181.04	801.39	123.71	9.1850	3.5660e-05	0.062630	0.00011528	155.04	0.0064498	37.349	38.850	98.166	186.08	1135.1	102.66	23.782	1.6966e-05	0.060826
457.48	3.2316	319.70	0.0031279	32.713	33.443	86.340	181.20	825.87	122.68	9.3413	3.5486e-05	0.062870	0.00011001	156.05	0.0064084	37.332	38.827	98.109	186.23	1173.6	102.41	23.770	1.7036e-05	0.061306
457.59	3.2373	318.61	0.0031387	32.760	33.493	86.447	181.36	852.41	121.64	9.5025	3.5310e-05	0.063125	0.00010479	157.07	0.0063665	37.315	38.802	98.049	186.37	1215.3	102.17	23.755	1.7108e-05	0.061808
457.71	3.2429	317.49	0.0031497	32.807	33.544	86.556	181.53	881.28	120.59	9.6687	3.5131e-05	0.063396	9.9619e-05	158.13	0.0063241	37.297	38.776	97.987	186.51	1260.4	101.92	23.738	1.7183e-05	0.062335
457.82	3.2485	316.34	0.0031611	32.855	33.596	86.667	181.70	912.79	119.55	9.8403	3.4948e-05	0.063685	9.4508e-05	159.21	0.0062810	37.277	38.749	97.923	186.66	1309.5	101.67	23.718	1.7260e-05	0.062889
457.93	3.2541	315.16	0.0031730	32.904	33.649	86.779	181.87	947.33	118.49	10.018	3.4761e-05	0.063993	8.9454e-05	160.32	0.0062374	37.257	38.721	97.856	186.81	1363.1	101.42	23.696	1.7339e-05	0.063474
458.04	3.2598	313.95	0.0031852	32.953	33.702	86.893	182.05	985.35	117.44	10.201	3.4570e-05	0.064324	8.4459e-05	161.47	0.0061930	37.235	38.692	97.787	186.96	1421.7	101.17	23.671	1.7421e-05	0.064091
458.16	3.2654	312.70	0.0031979	33.003	33.756	87.009	182.23	1027.4	116.38	10.390	3.4375e-05	0.064679	7.9524e-05	162.66	0.0061479	37.213	38.661	97.714	187.12	1486.3	100.91	23.642	1.7506e-05	0.064746
458.27	3.2710	311.42	0.0032111	33.054	33.812	87.127	182.42	1074.1	115.31	10.587	3.4174e-05	0.065062	7.4651e-05	163.88	0.0061020	37.189	38.629	97.638	187.28	1557.7	100.65	23.610	1.7594e-05	0.065443
458.38	3.2767	310.09	0.0032249	33.106	33.868	87.247	182.61	1126.3	114.24	10.790	3.3969e-05	0.065476	6.9841e-05	165.15	0.0060552	37.164	38.595	97.559	187.43	1637.0	100.39	23.574	1.7686e-05	0.066188
458.49	3.2823	308.71	0.0032393	33.159	33.926	87.370	182.81	1185.1	113.16	11.001	3.3758e-05	0.065926	6.5098e-05	166.46	0.0060073	37.137	38.559	97.476	187.60	1725.8	100.13	23.534	1.7782e-05	0.066986
458.60	3.2879	307.28	0.0032544	33.213	33.985	87.496	183.02	1251.6	112.08	11.220	3.3540e-05	0.066419	6.0423e-05	167.83	0.0059584	37.108	38.522	97.388	187.76	1825.8	99.862	23.489	1.7882e-05	0.067846
458.71	3.2936	305.79	0.0032703	33.269	34.046	87.626	183.23	1327.6	110.99	11.449	3.3315e-05	0.066959	5.5820e-05	169.26	0.0059082	37.078	38.482	97.296	187.93	1939.2	99.591	23.438	1.7988e-05	0.068779
458.82	3.2992	304.23	0.0032870	33.326	34.108	87.759	183.46	1415.2	109.89	11.686	3.3081e-05	0.067557	5.1290e-05	170.75	0.0058566	37.046	38.440	97.199	188.10	2068.9	99.317	23.382	1.8098e-05	0.069795
458.93	3.3048	302.60	0.0033047	33.385	34.173	87.897	183.69	1517.2	108.79	11.934	3.2839e-05	0.068224	4.6838e-05	172.31	0.0058035	37.011	38.395	97.096	188.28	2218.8	99.038	23.319	1.8215e-05	0.070911
459.04	3.3104	300.89	0.0033235	33.446	34.240	88.039	183.93	1637.4	107.68	12.193	3.2586e-05	0.068974	4.2467e-05	173.96	0.0057485	36.974	38.347	96.986	188.46	2394.0	98.755	23.249	1.8339e-05	0.072146
459.15	3.3161	299.08	0.0033436	33.509	34.309	88.187	184.19	1781.0	106.56	12.464	3.2322e-05	0.069826	3.8183e-05	175.70	0.0056915	36.933	38.295	96.868	188.65	2601.5	98.466	23.170	1.8471e-05	0.073526
459.26	3.3217	297.16	0.0033652	33.575	34.381	88.341	184.46	1955.5	105.43	12.750	3.2043e-05	0.070807	3.3989e-05	177.55	0.0056321	36.889	38.239	96.742	188.84	2851.1	98.170	23.080	1.8612e-05	0.075085
459.37	3.3273	295.10	0.0033886	33.643	34.457	88.503	184.74	2171.7	104.30	13.050	3.1748e-05	0.071954	2.9892e-05	179.54	0.0055698	36.842	38.179	96.605	189.04	3157.0	97.867	22.979	1.8765e-05	0.076871
459.48	3.3330	292.89	0.0034143	33.716	34.537	88.675	185.05	2446.3	103.15	13.369	3.1433e-05	0.073319	2.5899e-05	181.68	0.0055042	36.789	38.112	96.456	189.24	3540.7	97.554	22.863	1.8932e-05	0.078952
459.59	3.3386	290.48	0.0034426	33.794	34.623	88.859	185.38	2805.9	101.99	13.708	3.1094e-05	0.074981	2.2020e-05	184.02	0.0054343	36.730	38.039	96.292	189.45	4036.3	97.231	22.730	1.9115e-05	0.081427
459.70	3.3442	287.81	0.0034745	33.877	34.715	89.057	185.74	3295.7	100.82	14.071	3.0724e-05	0.077069	1.8264e-05	186.60	0.0053592	36.664	37.957	96.109	189.67	4700.5	96.894	22.575	1.9319e-05	0.084452
459.81	3.3499	284.82	0.0035110	33.969	34.817	89.275	186.14	3999.2	99.626	14.464	3.0314e-05	0.079797	1.4648e-05	189.50	0.0052772	36.588	37.864	95.901	189.90	5636.9	96.540	22.392	1.9552e-05	0.088287
459.92	3.3555	281.37	0.0035541	34.071	34.932	89.521	186.58	5088.4	98.415	14.897	2.9848e-05	0.083566	1.1190e-05	192.84	0.0051857	36.499	37.755	95.660	190.14	7054.2	96.161	22.170	1.9825e-05	0.093406
460.02	3.3611	277.24	0.0036070	34.191	35.065	89.808	187.10	6979.2	97.180	15.385	2.9300e-05	0.089238	7.9180e-06	196.83	0.0050805	36.391	37.623	95.368	190.40	9445.2	95.747	21.891	2.0156e-05	0.10080
460.13	3.3667	271.95	0.0036771	34.339	35.232	90.167	187.74	10977.	95.911	15.959	2.8614e-05	0.099098	4.8777e-06	201.93	0.0049523	36.250	37.453	94.994	190.67	14309.	95.277	21.519	2.0587e-05	0.11302
460.24	3.3724	264.19	0.0037851	34.549	35.470	90.681	undefined	undefined	undefined	16.712	2.7637e-05	undefined	2.1548e-06	209.35	0.0047768	36.042	37.204	94.449	undefined	undefined	undefined	20.956	2.1235e-05	undefined
460.35	3.3782	236.00	0.0042373	35.298	36.331	92.548	undefined	undefined	undefined	18.924	undefined	undefined	0.0000	236.00	0.0042373	35.298	36.331	92.548	undefined	undefined	undefined	18.924	undefined	undefined
