Temperature (K)	Pressure (MPa)	Density (l, kg/m3)	Volume (l, m3/kg)	Internal Energy (l, kJ/mol)	Enthalpy (l, kJ/mol)	Entropy (l, J/mol*K)	Cv (l, J/mol*K)	Cp (l, J/mol*K)	Sound Spd. (l, m/s)	Joule-Thomson (l, K/MPa)	Viscosity (l, Pa*s)	Therm. Cond. (l, W/m*K)	Surf. Tension (l, N/m)	Density (v, kg/m3)	Volume (v, m3/kg)	Internal Energy (v, kJ/mol)	Enthalpy (v, kJ/mol)	Entropy (v, J/mol*K)	Cv (v, J/mol*K)	Cp (v, J/mol*K)	Sound Spd. (v, m/s)	Joule-Thomson (v, K/MPa)	Viscosity (v, Pa*s)	Therm. Cond. (v, W/m*K)
200.66	4.2984	1491.6	0.00067043	4.2381	4.4796	26.704	19.764	125.86	246.26	1.8592	7.9564e-05	0.037739	0.00086592	404.11	0.0024746	7.3819	8.2733	45.610	22.694	142.00	142.30	12.260	2.3466e-05	0.014652
200.73	4.3075	1489.7	0.00067126	4.2444	4.4866	26.736	19.782	126.63	245.57	1.8711	7.9382e-05	0.037694	0.00085705	405.54	0.0024658	7.3777	8.2677	45.573	22.720	143.13	142.27	12.235	2.3501e-05	0.014709
200.81	4.3166	1487.9	0.00067209	4.2506	4.4937	26.769	19.801	127.40	244.88	1.8831	7.9200e-05	0.037649	0.00084822	406.98	0.0024571	7.3734	8.2622	45.536	22.746	144.27	142.23	12.210	2.3536e-05	0.014766
200.88	4.3257	1486.0	0.00067293	4.2568	4.5007	26.802	19.820	128.19	244.19	1.8951	7.9017e-05	0.037605	0.00083942	408.43	0.0024484	7.3691	8.2566	45.499	22.772	145.43	142.20	12.185	2.3572e-05	0.014823
200.95	4.3348	1484.2	0.00067377	4.2631	4.5078	26.834	19.840	128.99	243.50	1.9073	7.8834e-05	0.037560	0.00083065	409.89	0.0024397	7.3648	8.2510	45.462	22.798	146.61	142.16	12.159	2.3607e-05	0.014881
201.02	4.3438	1482.3	0.00067461	4.2693	4.5149	26.867	19.859	129.80	242.80	1.9195	7.8651e-05	0.037516	0.00082191	411.35	0.0024310	7.3605	8.2454	45.424	22.824	147.80	142.12	12.134	2.3643e-05	0.014940
201.10	4.3529	1480.5	0.00067547	4.2756	4.5220	26.900	19.879	130.62	242.11	1.9319	7.8468e-05	0.037472	0.00081321	412.82	0.0024223	7.3562	8.2397	45.387	22.851	149.02	142.09	12.109	2.3679e-05	0.014999
201.17	4.3620	1478.6	0.00067632	4.2819	4.5291	26.932	19.899	131.46	241.41	1.9443	7.8285e-05	0.037428	0.00080454	414.30	0.0024137	7.3518	8.2341	45.350	22.877	150.25	142.05	12.083	2.3715e-05	0.015059
201.24	4.3711	1476.7	0.00067718	4.2882	4.5362	26.965	19.919	132.31	240.72	1.9568	7.8102e-05	0.037385	0.00079590	415.79	0.0024051	7.3474	8.2283	45.312	22.904	151.51	142.02	12.058	2.3751e-05	0.015119
201.31	4.3802	1474.8	0.00067805	4.2945	4.5434	26.998	19.939	133.18	240.02	1.9694	7.7918e-05	0.037342	0.00078729	417.28	0.0023965	7.3430	8.2226	45.274	22.931	152.78	141.98	12.032	2.3788e-05	0.015180
